지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),합계 일조시간(hr),최심적설(cm)
135,추풍령,1961-05,17.4,31.4,5.3,1011.2,65,76.3,3,253.3,
135,추풍령,1961-06,21.3,30.8,11.4,1008.9,77,121.4,2.2,191.4,
135,추풍령,1961-07,26.2,34.8,20.2,1006.3,81,348.5,1.5,176,
135,추풍령,1961-08,25.9,33.8,17.5,1008.2,82,302.8,1.7,194.8,
135,추풍령,1961-09,20.8,32,9.2,1013.5,80,132.1,2,172.7,
135,추풍령,1961-10,14.9,24.4,5.2,1019.8,73,130.2,2.3,180.7,
135,추풍령,1961-11,8.1,18.5,-2.7,1024.2,71,67.1,3,155.8,
135,추풍령,1961-12,.1,13.6,-10.7,1023.3,67,38.9,3.7,201.3,2.7
135,추풍령,1962-01,-2.6,6.6,-9.3,1021.8,62,5.9,4.4,200.3,2.9
135,추풍령,1962-02,.1,14.5,-8.4,1022.1,62,15.5,3.8,186.6,3.6
135,추풍령,1962-03,3.8,20.1,-5.6,1017.7,56,42.6,3.9,252.4,5.2
135,추풍령,1962-04,10.6,25.8,-3.4,1016.5,59,80.9,3.7,213.6,
135,추풍령,1962-05,18.4,35.4,4.3,1011.1,47,13.7,3,328.6,
135,추풍령,1962-06,21.2,34.5,8.8,1007.8,64,72.4,1.9,223.8,
135,추풍령,1962-07,25.2,34.4,17.5,1006.6,75,175.1,2.3,195.3,
135,추풍령,1962-08,24.8,34,16.9,1009.2,79,255.7,2.4,182.1,
135,추풍령,1962-09,19.2,28.3,7.8,1013.8,80,217.9,2.4,150.5,
135,추풍령,1962-10,12.8,26.5,.8,1020.8,68,40,2.2,244.1,
135,추풍령,1962-11,5.8,21,-5.4,1024.1,71,51.9,3.1,123.8,2.5
135,추풍령,1962-12,2,13.1,-9.2,1022.4,68,21,3.6,168.4,4.5
135,추풍령,1963-01,-7.1,4,-16.7,1017.2,68,13.8,5.8,177.2,16.3
135,추풍령,1963-02,-2.1,11,-12,1023.4,62,.9,4.5,208.2,.3
135,추풍령,1963-03,5.6,21.2,-5.4,1019.3,57,28.5,3.7,234,4.4
135,추풍령,1963-04,11.2,22.1,-1.2,1018.1,71,104.3,2.9,126.9,3.2
135,추풍령,1963-05,16.7,27.9,5.9,1011.9,70,193.1,2.9,177.1,
135,추풍령,1963-06,20,30.4,9.8,1010,79,239.7,2.4,148.4,
135,추풍령,1963-07,24.4,32.4,17.4,1008.1,82,250.1,2.1,156,
135,추풍령,1963-08,24.8,33.2,17.2,1007.4,78,185.3,2.5,209.9,
135,추풍령,1963-09,19.3,29.2,7.4,1013,69,13.9,3,204.2,
135,추풍령,1963-10,12.2,24.5,.4,1021.4,69,20.5,2.2,253.5,
135,추풍령,1963-11,6.6,19.7,-6.2,1022.4,66,22.7,3.3,173.4,6.4
135,추풍령,1963-12,1.4,11.2,-11.1,1023.4,69,27.1,3.9,139.5,1
135,추풍령,1964-01,-.1,10,-8,1024.8,69,26.9,3.5,143.2,6.2
135,추풍령,1964-02,-2.8,10,-13.2,1028.8,67,66.5,3.7,158,14.5
135,추풍령,1964-03,4.4,24,-4.4,1020.8,62,62.5,3.8,214.3,8.9
135,추풍령,1964-04,13.3,24.6,-.2,1018.4,79,241.9,2.9,133.1,1.3
135,추풍령,1964-05,18.2,30.2,7.1,1014.3,64,74.7,3.2,254.3,
135,추풍령,1964-06,21,32.4,9.7,1006.9,70,99.5,2.9,235.1,
135,추풍령,1964-07,25.7,35,15.1,1006.9,78,287.6,2.6,189.2,
135,추풍령,1964-08,26,33.4,19.6,1007.7,77,120.9,2.3,235.2,
135,추풍령,1964-09,20.2,30.4,8.9,1014,80,308.6,2.4,151.3,
135,추풍령,1964-10,13.3,24.5,-.1,1021.7,70,31.6,2.5,172,
135,추풍령,1964-11,6.7,16,-3,1021.8,69,32.7,3.6,184.1,1.3
135,추풍령,1964-12,.6,12.4,-9.4,1025.2,65,10.7,3.4,172.5,8.2
135,추풍령,1965-01,-3.6,6.6,-12.8,1023.8,65,25.2,4.5,177,17.3
135,추풍령,1965-02,-.8,10.8,-13.2,1022.4,61,20.5,4.8,205.7,5.6
135,추풍령,1965-03,3.3,16.1,-6.3,1019.2,54,42.4,5.3,273.5,5.3
135,추풍령,1965-04,10.3,24.8,-.3,1017.3,54,54.4,4,231.6,
135,추풍령,1965-05,17.5,29.4,6.8,1010.9,64,73.9,3.4,258,
135,추풍령,1965-06,21.7,32.9,11.4,1008.6,64,30.9,3,264.3,
135,추풍령,1965-07,23.2,32.2,16.2,1006.2,85,540.6,2.7,92.1,
135,추풍령,1965-08,24.8,33.2,18.6,1008.2,82,92,2.2,180,
135,추풍령,1965-09,19.5,30.9,10.4,1012.9,71,3.8,2.8,256.4,
135,추풍령,1965-10,14.3,26.6,1.2,1020,67,16.8,2.8,235.8,
135,추풍령,1965-11,7.2,20.8,-4.8,1022.4,74,118.5,3.3,153.1,
135,추풍령,1965-12,-1,14,-15.4,1023.4,67,7.2,4.5,171.5,
135,추풍령,1966-01,-3.1,11.6,-15.8,1024.4,59,2.7,5.2,215.7,.8
135,추풍령,1966-02,.7,16.9,-12.2,1021.4,66,54.4,4.2,197.2,6
135,추풍령,1966-03,4.9,16.7,-3.5,1015.5,70,152.1,4.1,161.6,6.3
135,추풍령,1966-04,11.2,24.6,-.4,1015.7,65,41.7,3.4,176,
135,추풍령,1966-05,17.4,30.2,4.6,1012.8,62,91.5,2.8,239.1,
135,추풍령,1966-06,20.6,31.6,9,1008.8,73,115.7,2,208.6,
135,추풍령,1966-07,24,33.1,12.6,1007.8,82,297.1,2.3,161.6,
135,추풍령,1966-08,26.1,35.6,17.4,1006,86,133.9,2.2,188.6,
135,추풍령,1966-09,18.7,29.8,8,1012.8,81,89.2,2.1,125.4,
135,추풍령,1966-10,13.7,24.4,3.1,1018.1,78,108.4,2.8,167.3,
135,추풍령,1966-11,5.8,20.4,-9.6,1021.9,66,44.9,3,192,1
135,추풍령,1966-12,-1.7,13.6,-14.1,1025.2,63,12.6,3.9,192.4,8
135,추풍령,1967-01,-3.8,11.2,-17.4,1026,63,22.9,5.1,209.2,10.4
135,추풍령,1967-02,-1.7,16.2,-11,1024,63,11,4.5,183.1,4.6
135,추풍령,1967-03,5,18.2,-6.4,1019,61,65.4,3.7,219.3,0
135,추풍령,1967-04,11.6,25.8,-.4,1018.5,66,77.8,2.9,192.4,
135,추풍령,1967-05,19.3,30.4,7.4,1011.5,57,12.3,2.7,282.3,
135,추풍령,1967-06,21.6,33.2,12,1006.5,70,146.2,2.6,211,
135,추풍령,1967-07,24.9,35.2,15.5,1005.2,82,167.8,2.3,160.7,
135,추풍령,1967-08,26.7,35,19.4,1007.6,80,149.3,2.4,203,
135,추풍령,1967-09,19.3,30.5,8.9,1013,80,131.8,1.7,190.8,
135,추풍령,1967-10,13.3,23.4,3.8,1020,68,24.6,2.7,252.1,
135,추풍령,1967-11,6.3,19.6,-3.9,1025.7,70,87.2,3.2,134.7,
135,추풍령,1967-12,-3.5,8.6,-14.5,1024.9,68,6.6,4,164.9,
135,추풍령,1968-01,-2.5,11.4,-13.4,1021.5,64,5.7,5.4,182.4,6.5
135,추풍령,1968-02,-4,12.8,-13.1,1025,64,12.3,4.8,213.4,9
135,추풍령,1968-03,4.7,19.1,-6.4,1018.1,57,46.9,4.3,225.7,
135,추풍령,1968-04,12.6,25.4,.5,1019.2,53,40.9,2.7,246.5,
135,추풍령,1968-05,16.9,28.2,5,1011,67,49.3,2.9,196.6,
135,추풍령,1968-06,21.4,32.2,11.3,1009.1,69,52.6,2.7,241.9,
135,추풍령,1968-07,24.5,34.4,16,1005.2,81,226,2.2,161.2,
135,추풍령,1968-08,23.8,31.1,16.6,1007.4,82,182.5,2,178,
135,추풍령,1968-09,19.4,30,7.6,1015.2,77,48.3,2,194.6,
135,추풍령,1968-10,11.9,24.3,1.6,1019.3,77,100.8,2.5,169.8,
135,추풍령,1968-11,6.7,19.8,-5,1023,79,48,3,157.2,3.2
135,추풍령,1968-12,3.3,17.9,-12.2,1021.1,74,8.2,3.2,126.6,5.2
135,추풍령,1969-01,-2.7,12.3,-14,1022.1,72,69.3,4.1,129.7,34.8
135,추풍령,1969-02,-2.3,11.6,-16.2,1024.2,71,48.7,3.7,114.6,33.2
135,추풍령,1969-03,3,20.5,-8.2,1021.1,64,22.9,3.7,196.7,13.1
135,추풍령,1969-04,11.2,28.6,-2.9,1016,69,177.1,3.6,207.9,3
135,추풍령,1969-05,17,30.2,5.6,1009.3,65,95.8,3,249.4,
135,추풍령,1969-06,20.1,32,7.9,1007.1,69,75.3,2.4,248.9,
135,추풍령,1969-07,23.3,32.8,14.4,1008.5,84,249.6,1.9,140.5,
135,추풍령,1969-08,24.1,33.1,15.3,1007.8,86,249,1.7,182.5,
135,추풍령,1969-09,19.5,31,10.6,1014.4,86,296.9,2,144.3,
135,추풍령,1969-10,12.3,25.3,1,1019.6,72,1.2,2.4,237.8,
135,추풍령,1969-11,4.7,20.6,-4.6,1024,69,46.9,3.2,159,8
135,추풍령,1969-12,-1.5,10.8,-13.2,1025,69,23.6,3.9,172.5,6.4
135,추풍령,1970-01,-4.2,11.9,-17.8,993.3,62,1.2,4.3,204.5,1
135,추풍령,1970-02,.5,16.2,-10.9,992.1,61,77.8,4.2,175.3,1.7
135,추풍령,1970-03,.9,19,-7.9,991.6,54,13.6,4.7,232.7,6.4
135,추풍령,1970-04,11.3,27.2,-2.2,989.1,57,99.8,3.1,225,
135,추풍령,1970-05,17.3,29.5,9.3,982.5,66,101.6,3.4,229.1,
135,추풍령,1970-06,19.6,33,8.2,981.8,79,140.3,2.4,168.8,
135,추풍령,1970-07,23.3,33.4,15.7,977.3,86,260.7,1.9,158.3,
135,추풍령,1970-08,24.9,33.6,18.3,980.7,85,239.6,2.2,136.7,
135,추풍령,1970-09,20.3,31.6,7.3,984,86,255.2,2,111.5,
135,추풍령,1970-10,13.7,26.2,.3,991,75,60.8,2.2,206,
135,추풍령,1970-11,4.9,20.2,-10.7,993,68,25.9,3.4,206.4,0
135,추풍령,1970-12,-.4,14.8,-10.2,993,66,18,4.4,161.1,5.5
135,추풍령,1971-01,-2.4,12,-15.2,992,72,34.5,3.9,158.8,8.6
135,추풍령,1971-02,-1.2,13.1,-12.1,991.7,73,43.8,4,155.9,3.5
135,추풍령,1971-03,2.4,21,-10.5,990.7,67,60.7,4.7,216.3,7.6
135,추풍령,1971-04,11.6,24.7,-1.5,987.3,57,31.2,3.5,259.1,
135,추풍령,1971-05,17,31,4.4,983.3,65,80.2,3.2,262.3,
135,추풍령,1971-06,20.9,31.6,12.9,978.8,78,249.1,2.9,176.7,
135,추풍령,1971-07,24.7,34.2,17,977.3,85,275,2.2,167.9,
135,추풍령,1971-08,23.6,35,16.1,979.6,86,208.6,2.8,154.3,
135,추풍령,1971-09,19.4,29.7,8.8,984.1,81,118.4,2.4,181.6,
135,추풍령,1971-10,11.9,23.4,-1.1,991.4,74,15.9,3,237.5,
135,추풍령,1971-11,7.4,24,-8,994.1,74,11.2,2.9,212.7,.9
135,추풍령,1971-12,-.4,12.3,-11.3,993.8,66,18.1,4.3,179.7,3.2
135,추풍령,1972-01,.6,13,-10.6,993.9,77,73.6,3.1,127.7,4.6
135,추풍령,1972-02,-.2,11,-9.6,989.7,74,41.1,4.2,109,12.3
135,추풍령,1972-03,4.9,20.8,-7.9,988.5,74,169.4,3.3,165.3,.9
135,추풍령,1972-04,11.3,27.5,-5,987.5,70,90.3,2.8,219.3,.7
135,추풍령,1972-05,15.4,27.1,3.5,981.9,71,164.2,3.3,223.6,
135,추풍령,1972-06,21,31.8,11.5,978,72,105.7,2.4,224.5,
135,추풍령,1972-07,24.5,34.6,15.7,976.6,82,141,2.6,203.8,
135,추풍령,1972-08,23.2,33.4,11.5,980.8,85,275.7,2,171.4,
135,추풍령,1972-09,18.1,32,7,984.7,81,107.9,2.5,140.3,
135,추풍령,1972-10,13.1,25.6,-.3,989.3,74,39.9,2.9,160.4,
135,추풍령,1972-11,5.3,21.7,-6,991,77,128.2,3.6,106.4,5.7
135,추풍령,1972-12,.2,17.1,-9.1,993.5,73,48.1,3.5,167.7,3.5
135,추풍령,1973-01,.1,10.8,-11.8,993.3,77,86.3,3,128.1,23.7
135,추풍령,1973-02,.9,16.8,-10.6,991.3,64,23.9,4.2,173.8,.4
135,추풍령,1973-03,4.5,24.6,-7.7,990,57,8.4,4.4,236.6,1.3
135,추풍령,1973-04,12.7,29.4,-2.5,985.1,63,117,3.7,215.2,
135,추풍령,1973-05,16.6,27.9,6,983,67,118,3.5,247.1,
135,추풍령,1973-06,20.6,31.2,9.9,980.3,78,83.8,2.5,191,
135,추풍령,1973-07,26.3,35.9,19.4,980.4,79,91.2,2.5,230.3,
135,추풍령,1973-08,26.1,35,18.5,983.4,81,124.4,2.5,230.8,
135,추풍령,1973-09,19,28.6,4.8,985.1,79,123.5,2.3,197.7,
135,추풍령,1973-10,12.2,26.2,0,991.1,76,66.6,2.9,195.2,
135,추풍령,1973-11,4.9,18.1,-6.2,991.3,70,37.5,3.5,189,7.3
135,추풍령,1973-12,-2.1,12.4,-17.2,991.4,70,15.4,4.8,196.4,5.7
135,추풍령,1974-01,-2.7,10.4,-15.3,993.1,66,27.5,3.5,213.7,33
135,추풍령,1974-02,-2,15.5,-14.1,992.2,67,34.8,3.8,132.7,13.3
135,추풍령,1974-03,3.5,20.8,-8.7,990.4,66,53.4,3.8,191.6,2.6
135,추풍령,1974-04,11.3,24.2,-.7,983.1,63,146.4,3.8,231.8,
135,추풍령,1974-05,17,29.9,4.2,983.2,67,141,3,237.9,
135,추풍령,1974-06,19.9,31.4,10.4,977.4,70,58.7,2.9,234.8,
135,추풍령,1974-07,21.9,31.4,15,978.6,88,439.4,2.4,65.3,
135,추풍령,1974-08,24.6,34.4,12,978.9,80,95.7,2.2,172.8,
135,추풍령,1974-09,18.8,28.8,6.9,984.3,75,39,2.3,182.7,
135,추풍령,1974-10,12.6,24.1,1.3,989.2,72,66.9,3,135.4,
135,추풍령,1974-11,5,21.7,-6.3,993.9,67,23.6,3.1,177.2,7.7
135,추풍령,1974-12,-.5,10.8,-10.6,996.3,70,35.4,3.2,110.1,15.2
135,추풍령,1975-01,-2,6.2,-10.5,992.6,65,24.1,4.3,147.3,2.9
135,추풍령,1975-02,-.6,9.8,-9.9,990.7,61,15.2,4.5,146.5,6
135,추풍령,1975-03,4.3,16.1,-5.4,988,64,86.6,4,173.3,3
135,추풍령,1975-04,12.3,25,0,985.5,62,137.3,3.2,186.7,
135,추풍령,1975-05,15.9,28.3,4.9,982.6,71,124.5,2.7,199.4,
135,추풍령,1975-06,20.7,32.4,10.3,978.8,76,87.8,2.2,136.7,
135,추풍령,1975-07,24.3,33.2,15.9,978.6,81,469,1.9,115.1,
135,추풍령,1975-08,25.2,33.9,15.4,981.4,80,119.9,1.7,219,
135,추풍령,1975-09,21.3,31.8,11.7,984.6,82,151.8,1.9,150.2,
135,추풍령,1975-10,14.1,25.5,5.1,990.2,76,50.2,2,160.4,
135,추풍령,1975-11,8.1,18.8,-5.7,993.5,73,69.8,2.8,149.5,
135,추풍령,1975-12,-.5,16.5,-10.5,993.7,61,29.6,4.6,191,4.3
135,추풍령,1976-01,-3.1,10.5,-15.3,992,61,10.4,4.8,190.9,4.4
135,추풍령,1976-02,2.4,13.9,-9,990.3,70,105.4,3.1,131.1,2.8
135,추풍령,1976-03,4.6,17.2,-6.5,989.7,63,37.7,3.6,207.6,7.3
135,추풍령,1976-04,10.7,23.8,-1.9,987.1,62,66.4,3.1,204.6,
135,추풍령,1976-05,15.9,30.6,2.3,982.4,62,35.8,3,227.2,
135,추풍령,1976-06,20.3,32,10.2,979.9,72,112.6,2.5,198.6,
135,추풍령,1976-07,22.2,33,11.5,980.5,80,80.2,2.2,148,
135,추풍령,1976-08,23.6,33.3,17,981.4,84,339.3,2,132.3,
135,추풍령,1976-09,18.2,29.4,6.9,984.7,76,35.1,2,205.3,
135,추풍령,1976-10,12.9,26.1,-2.4,988.7,70,41.7,2.5,191.9,
135,추풍령,1976-11,3.8,19.4,-6,993.9,68,34.9,3.2,160.7,17
135,추풍령,1976-12,.2,14.9,-15.6,992.1,73,45.2,3.2,138.9,6.8
135,추풍령,1977-01,-5.8,5.1,-14.9,995.1,60,1.7,4.8,184.5,.7
135,추풍령,1977-02,-1.8,18.9,-16,993.3,55,.6,4.7,208.5,.6
135,추풍령,1977-03,5.4,19.7,-11.8,991,62,68.9,3.7,193.8,1.2
135,추풍령,1977-04,12.8,25.6,2.1,985,64,169.6,3.2,228,
135,추풍령,1977-05,17.5,29.2,4.3,983.5,66,51.6,2.7,230.4,
135,추풍령,1977-06,21.2,32.3,11.2,978.8,72,63.8,2.3,238.9,
135,추풍령,1977-07,25.7,35.9,19.5,979.7,81,112.1,1.8,198.7,
135,추풍령,1977-08,23.1,33.6,13,979.1,76,177,2.2,198,
135,추풍령,1977-09,20.3,30,4.8,985.6,80,74.2,2.2,173.6,
135,추풍령,1977-10,15.5,28.6,3.5,992.4,72,29,2.1,240.4,
135,추풍령,1977-11,6.9,20.9,-6.7,993.3,72,88.3,3,144.5,6.3
135,추풍령,1977-12,2.4,16.4,-9.7,994.1,71,38.3,3.1,160.9,5.3
135,추풍령,1978-01,-1.3,9.4,-12.1,989.9,66,19.1,4.4,157.3,13.8
135,추풍령,1978-02,-1.4,13.9,-14.4,991.8,61,38,5,183.6,5
135,추풍령,1978-03,4.5,19,-7.3,988.4,58,49,4.6,246.5,2.7
135,추풍령,1978-04,12.5,28.5,-3.3,983.9,55,44.7,3.8,267,
135,추풍령,1978-05,18.3,30.8,2.3,984.3,52,14.8,3.1,258,
135,추풍령,1978-06,21.8,31.6,9.3,979.8,72,290.4,2.3,181.7,
135,추풍령,1978-07,26.3,34.6,18.5,979.8,81,234.2,1.8,202.6,
135,추풍령,1978-08,25.3,33.3,18.1,981,82,305.2,2,165.6,
135,추풍령,1978-09,19.5,29.3,8.1,985.8,79,42.1,2.1,150.4,
135,추풍령,1978-10,13.4,29.1,.6,991.6,69,73.9,2.3,228.6,
135,추풍령,1978-11,7.6,18.6,-3.7,993.3,71,32.4,2.9,136.2,4.9
135,추풍령,1978-12,1.8,17.2,-10.3,994.9,66,29.4,3.7,189.5,.3
135,추풍령,1979-01,.9,14.5,-9.9,991.8,68,24.5,3.6,140.6,9.5
135,추풍령,1979-02,1.3,19.5,-11.9,987.9,67,79.4,4.1,147,4.9
135,추풍령,1979-03,5.6,21.8,-5.6,988.4,58,69.3,3.3,220.2,
135,추풍령,1979-04,10.9,26.2,-1.2,986.8,56,74.6,3.7,220.9,
135,추풍령,1979-05,16.2,29,2.8,982.9,59,110.8,3.2,257.2,
135,추풍령,1979-06,21.3,30.8,12,981,79,230.1,1.9,140.9,
135,추풍령,1979-07,23.6,33,15.2,978.9,81,117,2.4,155.9,
135,추풍령,1979-08,24.1,32.5,13.8,980.2,81,226.5,2.4,155.9,
135,추풍령,1979-09,18.3,27.8,7.7,986.5,80,143.5,2.1,129.5,
135,추풍령,1979-10,14.3,25,1.5,988.5,69,12.7,2.3,255.5,
135,추풍령,1979-11,5.4,25.3,-9,994.1,64,23.5,2.9,176.4,
135,추풍령,1979-12,1.5,12.8,-11.3,995.2,68,26.6,3.2,182.1,2.5
135,추풍령,1980-01,-2.6,13.8,-14.5,991,65,28.3,4.1,157,3
135,추풍령,1980-02,-2.2,13,-14.3,993.7,58,5.9,4.5,199.7,3.6
135,추풍령,1980-03,5.3,20.1,-4.5,990,59,54.5,3.6,177,7
135,추풍령,1980-04,10.4,23.1,-.9,987.2,60,145.7,3.4,189.6,
135,추풍령,1980-05,16.9,30.4,2.4,983,59,104.9,3.1,229.5,
135,추풍령,1980-06,21.6,31.5,12.3,981,75,230,2.7,175.5,
135,추풍령,1980-07,22,31,15,978.6,85,302.2,1.9,87.1,
135,추풍령,1980-08,20.8,28.3,14.1,981.2,87,280.7,1.9,50.4,
135,추풍령,1980-09,18,28.2,5.7,985.5,74,53.2,2,203.6,
135,추풍령,1980-10,12,24.2,-1.7,989.6,73,69.7,2.7,184,
135,추풍령,1980-11,7.6,20.8,-4.1,991.7,71,34.3,2.6,193.8,
135,추풍령,1980-12,-2.6,13.6,-12.2,989.7,68,36.9,4.3,164.1,18
135,추풍령,1981-01,-4.9,5.2,-13.5,993.5,62,25.7,5.2,209.9,18.7
135,추풍령,1981-02,-1.3,12.4,-15.9,990.7,65,28.8,4.1,156.3,8.1
135,추풍령,1981-03,6.1,21,-6.4,989.2,55,31.4,4.1,215.6,2.6
135,추풍령,1981-04,12.7,25.3,.3,985.3,54,39.2,4,216.5,
135,추풍령,1981-05,16.8,30.2,2.5,981.9,54,29.5,3.5,231.6,
135,추풍령,1981-06,21.2,31.6,9.4,980.6,68,132.3,2.2,159.1,
135,추풍령,1981-07,25.1,33.6,18.4,980.4,84,243.7,2.1,143.2,
135,추풍령,1981-08,23.2,31.8,15.1,977.5,82,178.8,2,157.9,
135,추풍령,1981-09,18.3,29.2,7.2,985.3,78,153.6,2.3,198.9,
135,추풍령,1981-10,12,22.8,-.2,988.9,71,38.6,2.9,182.2,1.6
135,추풍령,1981-11,3.8,13.8,-5.8,994.1,61,25.1,3.7,157.6,
135,추풍령,1981-12,.3,13.6,-12,994.9,61,12.8,3.7,204.4,5.2
135,추풍령,1982-01,-2.7,11.2,-13.5,992.8,63,8.4,3.9,197.8,4.4
135,추풍령,1982-02,.2,12,-11.4,993,59,21.1,3,185.1,6.7
135,추풍령,1982-03,5.9,20,-5.9,989.4,56,41.2,3,216.4,
135,추풍령,1982-04,12.1,27,.6,987.5,54,34.7,2.9,218.7,
135,추풍령,1982-05,18.1,30.6,5.9,982.5,67,73.5,2.5,219.8,
135,추풍령,1982-06,21.3,32,11.7,979.8,66,14.8,2.2,260.5,
135,추풍령,1982-07,23.5,34,16.2,978.4,78,142.4,1.8,176.6,
135,추풍령,1982-08,24.3,34.7,16,980.4,83,261,2.4,167.5,
135,추풍령,1982-09,18.7,28.8,7.2,986.1,73,6.7,2.2,227.5,
135,추풍령,1982-10,14.3,27.2,-.8,989.6,70,34,2.1,235.6,
135,추풍령,1982-11,7.7,21.1,-6.5,991.9,71,69.4,3,131.1,
135,추풍령,1982-12,0,12.5,-9.3,993.1,68,54.5,3.2,153.3,1.7
135,추풍령,1983-01,-1.2,13.5,-12.5,996.1,66,17.7,3.8,190,6.8
135,추풍령,1983-02,-1.6,13.2,-13.6,991.8,66,38.9,3.9,180.1,13.3
135,추풍령,1983-03,5.4,21,-5.9,989.5,68,73.4,2.9,196.9,2.8
135,추풍령,1983-04,13.1,27.8,-3.2,984.5,62,128.5,3.2,188.4,
135,추풍령,1983-05,17.4,30.8,4.2,983.6,66,31.6,2.6,245.3,
135,추풍령,1983-06,21.5,33.5,8.8,980.3,70,187,2.4,235.1,
135,추풍령,1983-07,23.3,32.6,15,978,83,286.9,2.2,151,
135,추풍령,1983-08,24.7,34.5,15.9,980.9,83,182.9,2.2,176.7,
135,추풍령,1983-09,20.6,31.4,10,984.3,83,162.4,2.1,142,
135,추풍령,1983-10,13.5,26,-2,990.6,75,51.8,2.5,187.2,
135,추풍령,1983-11,5.9,19,-6.4,992,71,22.9,3.4,172.6,3.8
135,추풍령,1983-12,-.6,12.2,-13.1,992.8,62,6.2,4.7,187.7,2.1
135,추풍령,1984-01,-4.3,7.7,-13.7,993.4,57,6.1,4.5,198.4,4.7
135,추풍령,1984-02,-3,9.8,-14.2,992.7,55,13.5,4.3,199.8,2.6
135,추풍령,1984-03,2.7,20.2,-9.4,989.3,57,26.1,3.7,206.1,13
135,추풍령,1984-04,11.5,25.6,-2,988.2,64,145,2.7,185.5,1.4
135,추풍령,1984-05,17.8,29.7,6.4,984.3,62,54.2,2.2,260.6,
135,추풍령,1984-06,21.4,31.5,10.8,979.4,75,113.5,2.4,177.1,
135,추풍령,1984-07,24.2,33.5,17.7,977.6,84,337.8,1.8,147,
135,추풍령,1984-08,25.9,35.6,18.1,981.4,82,148.8,1.8,184.6,
135,추풍령,1984-09,18.8,27.6,6.5,985.2,81,290.7,1.7,153.6,
135,추풍령,1984-10,12.6,23.2,.1,990.1,69,37.2,2.4,239.1,
135,추풍령,1984-11,7.2,23.7,-5.7,994.2,73,92.7,2.3,187.9,
135,추풍령,1984-12,-.3,13.6,-11.4,993.6,70,16.3,3.2,146.6,2.6
135,추풍령,1985-01,-4.8,5.7,-17.2,994.9,61,13.8,4,199.1,7.8
135,추풍령,1985-02,0,12.8,-9.7,988.8,67,37.7,3.7,140.9,6.8
135,추풍령,1985-03,4.4,16.6,-7,993.7,64,62.8,3.4,195.6,.8
135,추풍령,1985-04,11.8,27.4,-1.8,985.2,62,73.5,2.9,225.2,
135,추풍령,1985-05,17.5,28.6,5.9,984.1,69,138.2,2.1,214.1,
135,추풍령,1985-06,20.3,30.2,10.6,981.1,78,102,1.8,161.6,
135,추풍령,1985-07,24.4,34.5,17.1,979,82,302.9,1.7,193.7,
135,추풍령,1985-08,25.4,33.9,19.9,980.9,84,297.5,1.9,175.5,
135,추풍령,1985-09,19.5,31,5.9,987.3,84,378.4,2,115.6,
135,추풍령,1985-10,13.9,24.9,3.6,989.8,78,103.1,2.5,167.7,
135,추풍령,1985-11,5.8,19.7,-4.2,990.3,77,65.2,3.1,126.1,3.6
135,추풍령,1985-12,-2.5,10.6,-12.3,993.8,69,30.5,3.8,159.6,7.5
135,추풍령,1986-01,-3.8,8.7,-14.7,992.7,66,9.1,4.7,164,6.8
135,추풍령,1986-02,-2.6,8.6,-11.7,992.7,65,28.5,4.4,195.5,20.8
135,추풍령,1986-03,4.6,19.3,-6.8,988.9,68,54,3.2,203.7,.3
135,추풍령,1986-04,12.2,27,-.9,987.2,57,36.7,3.4,227.7,
135,추풍령,1986-05,16.7,28.2,4.5,981,67,117.8,2.8,233.1,
135,추풍령,1986-06,20.8,30.5,9.8,979.5,78,250.7,2.4,142.4,
135,추풍령,1986-07,22.3,32.8,14.3,980.8,86,141.5,1.6,120.6,
135,추풍령,1986-08,23.6,33.7,16,979.2,84,239.3,2,173.6,
135,추풍령,1986-09,18.2,29.3,7.4,985.1,81,98.1,1.9,162.3,
135,추풍령,1986-10,11.3,23.8,-3.6,991.6,79,111.4,2.1,174.4,
135,추풍령,1986-11,5.1,16.6,-6.8,994.9,67,17.1,3.4,185.9,.1
135,추풍령,1986-12,2.1,14.2,-8.1,993.9,73,60,3.4,140.5,
135,추풍령,1987-01,-1.9,9.6,-12.6,994.2,65,63,4.7,190.2,15
135,추풍령,1987-02,.7,17.5,-11.7,991.1,67,50.9,4.3,172.9,9.8
135,추풍령,1987-03,4.4,18,-7.8,988.2,65,42.4,3.7,196.8,5.8
135,추풍령,1987-04,11.2,27.7,-2.8,987.9,59,32.3,3.3,221.4,
135,추풍령,1987-05,17,30.3,4.4,984.9,66,68.8,2.7,251.6,
135,추풍령,1987-06,20.8,32.4,9,980.9,68,128.5,1.7,242.9,
135,추풍령,1987-07,23.2,32.2,17.2,978.1,77,428.2,1.8,156.6,
135,추풍령,1987-08,23.6,31.2,17.6,979.9,81,413.4,1.4,137.8,
135,추풍령,1987-09,17.9,29.6,4.1,986.8,77,21.3,1.9,212.1,
135,추풍령,1987-10,13.9,27.8,-.3,990.7,73,78.2,2.1,192.9,
135,추풍령,1987-11,6.3,22,-7.7,993.4,69,67,2.6,164.1,
135,추풍령,1987-12,1,17.6,-9.4,994.7,62,1.3,3.7,201,1.4
135,추풍령,1988-01,-1.3,10.7,-12,993,59,10.3,4.4,185.1,2.1
